DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
37557;Цефотаксим;Цефотаксим;528360;500 мг;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4810133005867;9.230000;2 года;Белмедпрепараты РУП;Белмедпрепараты РУП;Белмедпрепараты РУП;ЛСР-006468/09;13.08.2009 00:00:00
37579;Доксициклин-Ферейн;Доксициклин;497066;100 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603779010001;19.630000;4 года;Брынцалов-А ЗАО;Брынцалов-А ЗАО;Брынцалов-А ЗАО;Р N003693/01;23.07.2009 00:00:00
37585;Дротаверин МС;Дротаверин;868580;40 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603182002150;30.210000;3 года;Медисорб ЗАО;Медисорб ЗАО;Медисорб ЗАО;Р N001563/01-2002;16.03.2009 00:00:00
37601;Иммуноглобулин человека антирезус Rho (D);Иммуноглобулин человека антирезус Rho[D];453834;1 доза;10;2 мл, 1 доза, ампула  (10), пачка картонная;раствор для внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4606520000092;39258.000000;3 года;Ивановская областная станция переливания крови ГУЗ;Ивановская областная станция переливания крови ГУЗ;Ивановская областная станция переливания крови ГУЗ;Р N003599/01;28.10.2009 00:00:00
37604;Тимолол буфус;Тимолол;703094;0.25%;5;1 мл, тюбик-капельница полимерный (5);капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988009858;44.180000;2 года;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;24.09.2009 00:00:00
37612;Этиловый спирт;Этанол;629238;95%;1;10000 мл, 10 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605693001097;1248.480000;5 лет;Фармацевтическая фабрика Красноярское краевое ГУПП;Фармацевтическая фабрика Красноярское краевое ГУПП;Фармацевтическая фабрика Красноярское краевое ГУПП;ЛСР-010526/09;24.12.2009 00:00:00
37629;Провера;Медроксипрогестерон;576906;500 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601955000433;2078.730000;5 лет;Фармация Италия СпА;Фармация Италия СпА;Фармация Италия СпА;П N011853/01;09.09.2005 00:00:00
37634;Сальгим;Сальбутамол;882971;1 мг/мл;10;5 мл, флакон  (10);раствор для ингаляций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603466000315;130.090000;2 года;Пульмомед ЗАО;Пульмомед ЗАО;Пульмомед ЗАО;Р N000442/02;09.06.2009 00:00:00
37650;Дротаверин;Дротаверин;653481;40 мг;30;30 шт., банка полимерная, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605691000290;24.400000;3 года;Розфарм ООО;Розфарм ООО;Розфарм ООО;Р N000589/01;11.08.2006 00:00:00
37653;Римпин;Рифампицин;882675;150 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901114129101;397.710000;4 года;Лайка Лэбс Лтд;Лайка Лэбс Лтд;Лайка Лэбс Лтд;П N013939/01-2002;05.06.2009 00:00:00
37679;Митотакс;Паклитаксел;805104;6 мг/мл;1;41.7 мл, флакон ;концентрат для приготовления раствора для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901148201835;13369.280000;2 года;Д-р Редди'с Лабораторис Лтд;Д-р Редди'с Лабораторис Лтд;Д-р Редди'с Лабораторис Лтд;П N013321/02;22.10.2007 00:00:00
37709;Панзинорм форте 20 000;Панкреатин;723120;12+20+0.9 тыс.ЕД.Евр.Ф.;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка покрытая кишечнорастворимой оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3838989558376;237.790000;3 года;КРКА д.д., Ново место;КРКА д.д., Ново место;КРКА д.д., Ново место;П N014602/01;07.08.2008 00:00:00
37721;Карведилол;Карведилол;761244;12.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607018260172;217.460000;3 года;Макиз-Фарма ЗАО;Макиз-Фарма ЗАО;Макиз-Фарма ЗАО;Р N001581/01;10.09.2008 00:00:00
37737;Пиридоксин;Пиридоксин;596511;50 мг/мл;10;1 мл, ампула  (10);раствор для инъекций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602884004493;18.680000;3 года;Биосинтез ОАО;Биосинтез ОАО;Биосинтез ОАО;ЛС-001903;11.08.2006 00:00:00
37749;Аллопуринол;Аллопуринол;604592;100 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602424000053;75.700000;;АО Органика;АО Органика;АО Органика;ЛСР-001485/08;14.03.2008 00:00:00
37753;Протионамид;Протионамид;817084;250 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602193007543;346.900000;2 года;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Р N003856/01;18.11.2009 00:00:00
37763;Кетолак;Кеторолак;518175;10 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603679003899;31.320000;2 года;Алтайвитамины ЗАО;Алтайвитамины ЗАО;Алтайвитамины ЗАО;ЛСР-005808/09;17.07.2009 00:00:00
37778;Лайфферон;Интерферон альфа-2b;686529;5 млн.МЕ;5;1 мл, ампула  (5);раствор для внутримышечного, субконъюнктивального введения и закапывания в глаз;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605635003110;3030.700000;2 года;Вектор-Медика ЗАО;Вектор-Медика ЗАО;Вектор-Медика ЗАО;ЛСР-000091;31.05.2007 00:00:00
37779;Прокаинамид-Эском;Прокаинамид;781648;100 мг/мл;10;5 мл, ампула  (10);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605453001855;142.830000;5 лет;Эском НПК ОАО [г.Ставрополь];Эском НПК ОАО [г.Ставрополь];Эском НПК ОАО [г.Ставрополь];ЛСР-004346/09;01.06.2009 00:00:00
37784;Мидриацил;Тропикамид;749140;0.5%;1;15 мл, флакон-капельница Дроп-Тейнер из полиэтилена низкой плотности;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5413895003523;246.740000;3 года;Алкон-Куврер НВ СА;Алкон-Куврер НВ СА;Алкон-Куврер НВ СА;П N014551/01;08.08.2008 00:00:00
37795;Риссет;Рисперидон;558416;2 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3850114213608;739.780000;3 года;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;ЛС-000978;02.12.2005 00:00:00
37798;Омелар кардио;Амлодипин;855209;5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077003082;73.070000;2 года;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N003062/01;20.11.2008 00:00:00
37847;Флуоксетин-Канон;Флуоксетин;491935;20 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4606486002727;82.600000;2 года;Канонфарма продакшн ЗАО;Канонфарма продакшн ЗАО;Канонфарма продакшн ЗАО;ЛС-000352;03.06.2005 00:00:00
37873;Раствор для перитонеального диализа с глюкозой и низким содержанием кальция;Растворы для перитонеального диализа;810710;~;5;2000 мл, 2 л /комплект: контейнер дренажный пустой, трубка соединительная (в сборе)/, контейнер Клиа-Флекс пластиковый;раствор для перитонеального диализа [с декстрозой 13.6 г/л];;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603212002921;1747.750000;3 года;Биеффе Медитал СпА;Биеффе Медитал СпА;Биеффе Медитал СпА;П N013325/01;17.03.2008 00:00:00
